Order #,Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Deferred
1,3/27/24 8:01 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
1,3/27/24 8:01 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
2,3/27/24 8:07 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
2,3/27/24 8:07 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
3,3/27/24 8:17 AM,Espresso Quarta,,Espresso Bar,BEVERAGES,3.00,1.0,false,false
3,3/27/24 8:17 AM,Espresso Quarta,,Espresso Bar,BEVERAGES,3.00,1.0,false,false
3,3/27/24 8:17 AM,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1.0,false,false
4,3/27/24 8:22 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
5,3/27/24 8:24 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
5,3/27/24 8:24 AM,chocolate cornetto,,Colazione - Breakfast,FOOD,3.48,1.0,false,false
6,3/27/24 8:26 AM,mini bomboloni,,Colazione - Breakfast,FOOD,6.87,4.0,false,false
7,3/27/24 8:27 AM,Espresso Salentino Shakerato,,Espresso Bar,BEVERAGES,3.90,1.0,false,false
7,3/27/24 8:27 AM,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1.0,false,false
7,3/27/24 8:27 AM,Apricot\strawberry cornetto,,Colazione - Breakfast,FOOD,3.48,1.0,false,false
8,3/27/24 8:29 AM,Cappuccino Pistacchio,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
8,3/27/24 8:29 AM,Espresso Salentino Shakerato,,Espresso Bar,BEVERAGES,3.90,1.0,false,false
9,3/27/24 8:36 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
9,3/27/24 8:36 AM,Avocado Toast,,,,9.00,1.0,false,false
8,3/27/24 8:29 AM,VA PENSIERO,,Panini,FOOD,11.13,1.0,false,false
1,3/27/24 8:01 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
1,3/27/24 8:01 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
10,3/27/24 8:40 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
12,3/27/24 8:44 AM,San Pellegrino Cans Orange - Lemon,,Non-Alcoholic,BEVERAGES,4.50,1.0,false,false
12,3/27/24 8:44 AM,Espresso Macchiato,,Espresso Bar,BEVERAGES,3.25,1.0,false,false
12,3/27/24 8:44 AM,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1.0,false,false
13,3/27/24 8:55 AM,Americano,,Espresso Bar,BEVERAGES,0.00,1.0,false,false
12,3/27/24 8:44 AM,Espresso Macchiato,,Espresso Bar,BEVERAGES,3.25,1.0,false,false
8,3/27/24 8:29 AM,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1.0,false,false
8,3/27/24 8:29 AM,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1.0,false,false
1,3/27/24 8:01 AM,Kinder egg -box of 3,,MARKET,RETAIL,12.00,1.0,false,false
1,3/27/24 8:01 AM,CANNOLO SICILIANO,,BAKERY DISPLAY,RETAIL,4.00,1.0,false,false
1,3/27/24 8:01 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
16,3/27/24 9:13 AM,CANNOLO SICILIANO,,BAKERY DISPLAY,RETAIL,4.00,1.0,false,false
19,3/27/24 9:31 AM,Hot Italian Tea,,Espresso Bar,BEVERAGES,2.50,1.0,false,false
18,3/27/24 9:30 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
18,3/27/24 9:30 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
19,3/27/24 9:31 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
19,3/27/24 9:31 AM,Frittata,,Colazione - Breakfast,FOOD,8.35,1.0,false,false
19,3/27/24 9:31 AM,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1.0,false,false
21,3/27/24 9:37 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
22,3/27/24 9:38 AM,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1.0,false,false
22,3/27/24 9:38 AM,Cappuccino Pistacchio,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
22,3/27/24 9:38 AM,Mulino Bianco,,MARKET,RETAIL,6.50,1.0,false,false
24,3/27/24 9:41 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
25,3/27/24 9:46 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
24,3/27/24 9:41 AM,AZZURRO,,Panini,FOOD,9.28,1.0,false,false
26,3/27/24 9:57 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
26,3/27/24 9:57 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
27,3/27/24 10:05 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
27,3/27/24 10:05 AM,Hot Italian Tea,,Espresso Bar,BEVERAGES,2.50,1.0,false,false
26,3/27/24 9:57 AM,Frittata,,Colazione - Breakfast,FOOD,8.35,1.0,false,false
28,3/27/24 10:07 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
28,3/27/24 10:07 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
29,3/27/24 10:08 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,true,false
29,3/27/24 10:08 AM,Cappuccino Pistacchio,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
30,3/27/24 10:12 AM,NAPULÈ,,Panini,FOOD,11.13,1.0,false,false
29,3/27/24 10:08 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
25,3/27/24 9:46 AM,Mokaccino Ferrero Rocher,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
29,3/27/24 10:08 AM,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1.0,false,false
26,3/27/24 9:57 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
26,3/27/24 9:57 AM,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1.0,false,false
26,3/27/24 9:57 AM,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1.0,false,false
31,3/27/24 10:21 AM,RIGOLETTO,,Panini,FOOD,5.31,1.0,false,false
31,3/27/24 10:21 AM,RIGOLETTO,,Panini,FOOD,5.31,1.0,false,false
31,3/27/24 10:21 AM,L ITALIANO,,Panini,FOOD,5.31,1.0,false,false
31,3/27/24 10:21 AM,L ITALIANO,,Panini,FOOD,5.31,1.0,false,false
31,3/27/24 10:21 AM,TUSCAN RIBOLLITA,PASTA AND SOUPS,Pranzo - Lunch,FOOD,8.50,1.0,false,false
31,3/27/24 10:21 AM,LUCIA,INSALATA - SALADS,Pranzo - Lunch,FOOD,7.42,1.0,false,false
33,3/27/24 10:26 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
28,3/27/24 10:07 AM,traditional biscotto mix,,Colazione - Breakfast,FOOD,4.64,1.0,false,false
34,3/27/24 10:40 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
34,3/27/24 10:40 AM,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1.0,false,false
34,3/27/24 10:40 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
30,3/27/24 10:12 AM,bombolone custard/nutella,,Colazione - Breakfast,FOOD,3.48,1.0,false,false
30,3/27/24 10:12 AM,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1.0,false,false
35,3/27/24 10:49 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
35,3/27/24 10:49 AM,San Pellegrino glass bottle,,Non-Alcoholic,BEVERAGES,3.75,1.0,false,false
35,3/27/24 10:49 AM,Choc Salami/Caprese mono,,BAKERY DISPLAY,RETAIL,3.50,1.0,false,false
28,3/27/24 10:07 AM,ZUPPA AL POMODORO,PASTA AND SOUPS,Pranzo - Lunch,FOOD,11.13,1.0,false,false
