Master ID,Item ID,Parent ID,Menu Name,Menu Group,Subgroup,Menu Item,Tags,Avg Price,Item Qty (incl voids),% of Ttl Qty (incl voids),Gross Amount (incl voids),% of Ttl Amt (incl voids),Item Qty,Gross Amount,Void Qty,Void Amount,Discount Amount,Net Amount,# Orders,% of Ttl # Orders,% Qty (Group),% Qty (Menu),% Qty (All),% Net Amt (Group),% Net Amt (Menu),% Net Amt (All)
,,,ALL MENUS,,,,,9.776549999999997,400.0000000000001,0.0,3910.62,0.0,396.0000000000001,3860.74,4.0,49.88,222.29,3638.45,112,0,0,0,0,0,0,0
,,,FOOD,,,,,12.763865979381448,193.99999999999994,0.4849999999999997,2476.19,0.6331962706680783,189.99999999999994,2426.31,4.0,49.88,191.44,2234.87,83,0.7410714285714286,0,0,0.4797979797979795,0,0,0.6142368316178592
800000011075935831,800000011075935830,,FOOD,Cornetti/Bombolone,,,,3.87,44.0,0.22680412371134026,170.38,0.06880732092448479,43.0,166.44,1.0,3.94,3.02,163.42,30,0.3614457831325301,0,0.22631578947368428,0.10858585858585855,0,0.07312282146165101,0.044914730173562914
800000001217284822,800000001217284821,800000011075935831,FOOD,Cornetti/Bombolone,,Almond cornetto,,3.48,3.0,0.06818181818181818,10.44,0.061274797511445,3.0,10.44,0.0,0.00,0.00,10.44,2,0.06666666666666667,0.06976744186046512,0.01578947368421053,0.007575757575757573,0.06388446946518174,0.00467141265487478,0.002869353708309857
800000001217284820,800000001217284819,800000011075935831,FOOD,Cornetti/Bombolone,,Apricot\strawberry cornetto,,3.48,3.0,0.06818181818181818,10.44,0.061274797511445,3.0,10.44,0.0,0.00,0.00,10.44,3,0.1,0.06976744186046512,0.01578947368421053,0.007575757575757573,0.06388446946518174,0.00467141265487478,0.002869353708309857
800000001217284818,800000001217284817,800000011075935831,FOOD,Cornetti/Bombolone,,chocolate cornetto,,3.48,1.0,0.022727272727272728,3.48,0.020424932503815003,1.0,3.48,0.0,0.00,0.00,3.48,1,0.03333333333333333,0.023255813953488372,0.005263157894736844,0.0025252525252525246,0.021294823155060583,0.0015571375516249268,9.564512361032858E-4
800000001217284816,800000001217284815,800000011075935831,FOOD,Cornetti/Bombolone,,Custard cornetto,,3.24,4.0,0.09090909090909091,12.96,0.07606526587627657,4.0,12.96,0.0,0.00,0.00,12.96,4,0.13333333333333333,0.09302325581395349,0.021052631578947375,0.010101010101010098,0.07930485864643251,0.005798995019844555,0.0035619563275570646
800000001217284832,800000001217284831,800000011075935831,FOOD,Cornetti/Bombolone,,Custard/Nutella Bombolone,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000011364348633,800000011364348632,800000011075935831,FOOD,Cornetti/Bombolone,,Ham and Cheese,,6.029999999999999,5.0,0.11363636363636363,30.15,0.17695738936494892,5.0,30.15,0.0,0.00,0.00,30.15,3,0.1,0.11627906976744186,0.02631578947368422,0.012626262626262623,0.18449394198996452,0.013490717580888373,0.008286495623136226
800000009034977538,800000009034977537,800000011075935831,FOOD,Cornetti/Bombolone,,Lobster tail,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000017495859904,800000017495859903,800000011075935831,FOOD,Cornetti/Bombolone,,Maritozzo,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001217284842,800000001217284841,800000011075935831,FOOD,Cornetti/Bombolone,,mini bomboloni,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001215901531,800000001215961095,800000011075935831,FOOD,Cornetti/Bombolone,,Mini sfogliatella,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001215901525,800000001215961089,800000011075935831,FOOD,Cornetti/Bombolone,,Multigrain Cornetto,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001939906681,800000001939906680,800000011075935831,FOOD,Cornetti/Bombolone,,Nutella cornetto,,3.48,2.0,0.045454545454545456,6.96,0.04084986500763001,2.0,6.96,0.0,0.00,0.00,6.96,2,0.06666666666666667,0.046511627906976744,0.010526315789473687,0.005050505050505049,0.04258964631012117,0.0031142751032498537,0.0019129024722065715
800000017495900091,800000017495900090,800000011075935831,FOOD,Cornetti/Bombolone,,Pasticciotto crema e amarena,,3.66,1.0,0.022727272727272728,3.66,0.0214813945298744,1.0,3.66,0.0,0.00,0.00,3.66,1,0.03333333333333333,0.023255813953488372,0.005263157894736844,0.0025252525252525246,0.02239627952514992,0.001637679149122768,0.0010059228517638006
800000001217284824,800000001217284823,800000011075935831,FOOD,Cornetti/Bombolone,,Pistacchio cornetto,,3.4799999999999995,5.0,0.11363636363636363,17.40,0.102124662519075,5.0,17.40,0.0,0.00,0.00,17.40,5,0.16666666666666666,0.11627906976744186,0.02631578947368422,0.012626262626262623,0.1064741157753029,0.007785687758124634,0.0047822561805164285
800000001217284830,800000001217284829,800000011075935831,FOOD,Cornetti/Bombolone,,Plain Bombolone,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001215901522,800000001215961086,800000011075935831,FOOD,Cornetti/Bombolone,,Plain Cornetto,,3.02,5.0,0.11363636363636363,15.10,0.08862542551942716,5.0,15.10,0.0,0.00,3.02,12.08,5,0.16666666666666666,0.11627906976744186,0.02631578947368422,0.012626262626262623,0.07391996083710685,0.005405236098743999,0.003320095095438992
800000004856655814,800000004856655813,800000011075935831,FOOD,Cornetti/Bombolone,,Saccottino Choc/ Danish,,4.17,7.0,0.1590909090909091,29.19,0.1713229252259655,7.0,29.19,0.0,0.00,0.00,29.19,6,0.2,0.16279069767441862,0.036842105263157905,0.017676767676767673,0.17861950801615473,0.013061162394233224,0.008022647006280147
800000002431063698,800000002431063697,800000011075935831,FOOD,Cornetti/Bombolone,,Sfogliatella napoletana,,3.94,3.0,0.06818181818181818,11.82,0.06937433971123372,3.0,11.82,0.0,0.00,0.00,11.82,3,0.1,0.06976744186046512,0.01578947368421053,0.007575757575757573,0.07232896830253335,0.005288898235691562,0.0032486360950404708
800000004553931190,800000004553931189,800000011075935831,FOOD,Cornetti/Bombolone,,treccia conchiglia choc/cinnamon roll,,3.94,4.0,0.09090909090909091,15.76,0.09249911961497828,3.0,11.82,1.0,3.94,0.00,11.82,4,0.13333333333333333,0.06976744186046512,0.01578947368421053,0.007575757575757573,0.07232896830253335,0.005288898235691562,0.0032486360950404708
800000001215901524,800000001215961088,800000011075935831,FOOD,Cornetti/Bombolone,,Vegan Cornetto,,3.02,1.0,0.022727272727272728,3.02,0.017725085103885433,1.0,3.02,0.0,0.00,0.00,3.02,1,0.03333333333333333,0.023255813953488372,0.005263157894736844,0.0025252525252525246,0.018479990209276712,0.0013513090246859997,8.30023773859748E-4
800000001217218917,800000001217218916,,FOOD,Colazione - Breakfast,,,,8.84,19.0,0.09793814432989693,167.93,0.06781789765728802,19.0,167.93,0.0,0.00,25.52,142.41,12,0.14457831325301204,0,0.10000000000000003,0.04797979797979796,0,0.06372182722037524,0.039140293256743945
800000011364340243,800000011364340242,800000001217218917,FOOD,Colazione - Breakfast,,cornetto salato and greens,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
