Master ID,Item ID,Parent ID,Menu Name,Menu Group,Subgroup,Menu Item,Tags,Avg Price,Item Qty (incl voids),% of Ttl Qty (incl voids),Gross Amount (incl voids),% of Ttl Amt (incl voids),Item Qty,Gross Amount,Void Qty,Void Amount,Discount Amount,Net Amount,# Orders,% of Ttl # Orders,% Qty (Group),% Qty (Menu),% Qty (All),% Net Amt (Group),% Net Amt (Menu),% Net Amt (All)
,,,ALL MENUS,,,,,7.930189274447949,634.0,0.0,5027.74,0.0,624.0,4973.39,10.0,54.35,124.94,4848.45,129,0,0,0,0,0,0,0
,,,FOOD,,,,,10.391942446043165,278.0,0.4384858044164038,2888.96,0.5746040964727691,274.0,2861.36,4.0,27.60,49.43,2811.93,89,0.689922480620155,0,0,0.4391025641025641,0,0,0.579964730996504
800000011075935831,800000011075935830,,FOOD,Cornetti/Bombolone,,,,3.78,96.0,0.34532374100719426,366.62,0.12690379929109438,93.0,351.08,3.0,15.54,7.97,343.11,45,0.5056179775280899,0,0.33941605839416056,0.14903846153846154,0,0.12201939593090867,0.07076694613742537
800000001217284822,800000001217284821,800000011075935831,FOOD,Cornetti/Bombolone,,Almond cornetto,,3.48,7.0,0.07291666666666667,24.36,0.06644482024984998,7.0,24.36,0.0,0.00,0.00,24.36,5,0.1111111111111111,0.07526881720430108,0.025547445255474453,0.011217948717948718,0.07099763924105972,0.008663089052714684,0.00502428611205643
800000001217284820,800000001217284819,800000011075935831,FOOD,Cornetti/Bombolone,,Apricot\strawberry cornetto,,3.48,8.0,0.08333333333333333,27.84,0.07593693742839998,8.0,27.84,0.0,0.00,0.00,27.84,7,0.15555555555555556,0.08602150537634409,0.029197080291970802,0.01282051282051282,0.08114015913263968,0.009900673203102495,0.005742041270921635
800000001217284818,800000001217284817,800000011075935831,FOOD,Cornetti/Bombolone,,chocolate cornetto,,3.48,12.0,0.125,41.76,0.11390540614259996,12.0,41.76,0.0,0.00,0.00,41.76,8,0.17777777777777778,0.12903225806451613,0.043795620437956206,0.019230769230769232,0.12171023869895951,0.014851009804653743,0.008613061906382452
800000001217284816,800000001217284815,800000011075935831,FOOD,Cornetti/Bombolone,,Custard cornetto,,3.24,3.0,0.03125,9.72,0.026512465222846546,3.0,9.72,0.0,0.00,0.00,9.72,2,0.044444444444444446,0.03225806451612903,0.010948905109489052,0.004807692307692308,0.028329107283378507,0.003456700557979751,0.0020047644092441915
800000001217284832,800000001217284831,800000011075935831,FOOD,Cornetti/Bombolone,,Custard/Nutella Bombolone,,3.48,1.0,0.010416666666666666,3.48,0.009492117178549997,0.0,0.00,1.0,3.48,0.00,0.00,1,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0
800000011364348633,800000011364348632,800000011075935831,FOOD,Cornetti/Bombolone,,Ham and Cheese,,6.199090909090909,11.0,0.11458333333333333,68.19,0.18599639954175984,10.0,60.30,1.0,7.89,2.99,57.31,8,0.17777777777777778,0.10752688172043011,0.0364963503649635,0.016025641025641024,0.1670309813179447,0.0203810194421625,0.011820272458208294
800000009034977538,800000009034977537,800000011075935831,FOOD,Cornetti/Bombolone,,Lobster tail,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
