Master ID,Item ID,Parent ID,Menu Name,Menu Group,Subgroup,Menu Item,Tags,Avg Price,Item Qty (incl voids),% of Ttl Qty (incl voids),Gross Amount (incl voids),% of Ttl Amt (incl voids),Item Qty,Gross Amount,Void Qty,Void Amount,Discount Amount,Net Amount,# Orders,% of Ttl # Orders,% Qty (Group),% Qty (Menu),% Qty (All),% Net Amt (Group),% Net Amt (Menu),% Net Amt (All)
,,,ALL MENUS,,,,,9.638826040554964,936.9999999999999,0.0,9031.58,0.0,928.9999999999999,8948.00,8.0,83.58,200.11,8747.89,202,0,0,0,0,0,0,0
,,,FOOD,,,,,12.055841346153844,416.00000000000006,0.4439701173959446,5015.23,0.5552992942541615,411.00000000000006,4984.15,5.0,31.08,149.35,4834.80,138,0.6831683168316832,0,0,0.44241119483315405,0,0,0.5526818467081777
800000011075935831,800000011075935830,,FOOD,Cornetti/Bombolone,,,,3.72,99.0,0.2379807692307692,370.05,0.07378525012810978,96.0,357.06,3.0,12.99,9.45,347.61,48,0.34782608695652173,0,0.2335766423357664,0.10333692142088269,0,0.07189749317448499,0.03973643930136296
800000001217284822,800000001217284821,800000011075935831,FOOD,Cornetti/Bombolone,,Almond cornetto,,3.48,6.0,0.06060606060606061,20.88,0.056424807458451555,6.0,20.88,0.0,0.00,0.00,20.88,6,0.125,0.0625,0.0145985401459854,0.006458557588805168,0.06006731682057478,0.004318689501116902,0.002386861288836508
800000001217284820,800000001217284819,800000011075935831,FOOD,Cornetti/Bombolone,,Apricot\strawberry cornetto,,3.48,8.0,0.08080808080808081,27.84,0.07523307661126874,8.0,27.84,0.0,0.00,0.00,27.84,6,0.125,0.08333333333333333,0.0194647201946472,0.00861141011840689,0.08008975576076638,0.005758252668155869,0.0031824817184486777
800000001217284818,800000001217284817,800000011075935831,FOOD,Cornetti/Bombolone,,chocolate cornetto,,3.48,15.0,0.15151515151515152,52.20,0.1410620186461289,13.0,45.24,2.0,6.96,1.35,43.89,10,0.20833333333333334,0.13541666666666666,0.0316301703163017,0.013993541442411196,0.12626219038577716,0.009077934971456937,0.005017209864321568
800000001217284816,800000001217284815,800000011075935831,FOOD,Cornetti/Bombolone,,Custard cornetto,,3.2433333333333336,6.0,0.06060606060606061,19.46,0.052587488177273344,6.0,19.46,0.0,0.00,1.90,17.56,3,0.0625,0.0625,0.0145985401459854,0.006458557588805168,0.05051638330312706,0.003632001323736245,0.002007341198849094
800000001217284832,800000001217284831,800000011075935831,FOOD,Cornetti/Bombolone,,Custard/Nutella Bombolone,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000011364348633,800000011364348632,800000011075935831,FOOD,Cornetti/Bombolone,,Ham and Cheese,,6.03,9.0,0.09090909090909091,54.27,0.14665585731657885,8.0,48.24,1.0,6.03,2.95,45.29,9,0.1875,0.08333333333333333,0.0194647201946472,0.00861141011840689,0.1302896924714479,0.009367502275171672,0.0051772484564849355
800000009034977538,800000009034977537,800000011075935831,FOOD,Cornetti/Bombolone,,Lobster tail,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000017495859904,800000017495859903,800000011075935831,FOOD,Cornetti/Bombolone,,Maritozzo,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001217284842,800000001217284841,800000011075935831,FOOD,Cornetti/Bombolone,,mini bomboloni,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001215901531,800000001215961095,800000011075935831,FOOD,Cornetti/Bombolone,,Mini sfogliatella,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001215901525,800000001215961089,800000011075935831,FOOD,Cornetti/Bombolone,,Multigrain Cornetto,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001939906681,800000001939906680,800000011075935831,FOOD,Cornetti/Bombolone,,Nutella cornetto,,3.48,4.0,0.04040404040404041,13.92,0.03761653830563437,4.0,13.92,0.0,0.00,0.00,13.92,4,0.08333333333333333,0.041666666666666664,0.0097323600973236,0.004305705059203445,0.04004487788038319,0.0028791263340779347,0.0015912408592243389
800000017495900091,800000017495900090,800000011075935831,FOOD,Cornetti/Bombolone,,Pasticciotto crema e amarena,,3.66,2.0,0.020202020202020204,7.32,0.019781110660721524,2.0,7.32,0.0,0.00,0.00,7.32,2,0.041666666666666664,0.020833333333333332,0.0048661800486618,0.0021528525296017225,0.02105808233364978,0.0015140233308513279,8.367732104541781E-4
