Master ID,Item ID,Parent ID,Menu Name,Menu Group,Subgroup,Menu Item,Tags,Avg Price,Item Qty (incl voids),% of Ttl Qty (incl voids),Gross Amount (incl voids),% of Ttl Amt (incl voids),Item Qty,Gross Amount,Void Qty,Void Amount,Discount Amount,Net Amount,# Orders,% of Ttl # Orders,% Qty (Group),% Qty (Menu),% Qty (All),% Net Amt (Group),% Net Amt (Menu),% Net Amt (All)
,,,ALL MENUS,,,,,9.218153526970953,482.0,0.0,4443.15,0.0,466.0,4322.08,16.0,121.07,183.35,4138.73,109,0,0,0,0,0,0,0
,,,FOOD,,,,,12.300610328638498,213.0,0.44190871369294604,2620.03,0.5896784938613372,210.0,2579.21,3.0,40.82,142.98,2436.23,81,0.7431192660550459,0,0,0.45064377682403434,0,0,0.5886419263880467
800000011075935831,800000011075935830,,FOOD,Cornetti/Bombolone,,,,3.83,52.0,0.24413145539906103,198.99,0.07594951202848822,52.0,198.99,0.0,0.00,19.89,179.10,29,0.35802469135802467,0,0.24761904761904763,0.11158798283261803,0,0.07351522639488062,0.0432741444839359
800000001217284822,800000001217284821,800000011075935831,FOOD,Cornetti/Bombolone,,Almond cornetto,,3.48,6.0,0.11538461538461539,20.88,0.10492989597467209,6.0,20.88,0.0,0.00,2.84,18.04,6,0.20689655172413793,0.11538461538461539,0.02857142857142857,0.012875536480686695,0.10072585147962032,0.007404883775341408,0.004358825050196558
800000001217284820,800000001217284819,800000011075935831,FOOD,Cornetti/Bombolone,,Apricot\strawberry cornetto,,3.4799999999999995,5.0,0.09615384615384616,17.40,0.0874415799788934,5.0,17.40,0.0,0.00,1.12,16.28,4,0.13793103448275862,0.09615384615384616,0.023809523809523808,0.01072961373390558,0.09089893914014519,0.006682456089942247,0.003933573825787138
800000001217284818,800000001217284817,800000011075935831,FOOD,Cornetti/Bombolone,,chocolate cornetto,,3.48,4.0,0.07692307692307693,13.92,0.06995326398311473,4.0,13.92,0.0,0.00,3.22,10.70,4,0.13793103448275862,0.07692307692307693,0.01904761904761905,0.008583690987124463,0.059743160245672805,0.004392031951006268,0.0025853341483981804
800000001217284816,800000001217284815,800000011075935831,FOOD,Cornetti/Bombolone,,Custard cornetto,,3.24,2.0,0.038461538461538464,6.48,0.032564450474898234,2.0,6.48,0.0,0.00,0.00,6.48,2,0.06896551724137931,0.038461538461538464,0.009523809523809525,0.004291845493562232,0.03618090452261307,0.0026598473871514597,0.0015656976898710477
800000001217284832,800000001217284831,800000011075935831,FOOD,Cornetti/Bombolone,,Custard/Nutella Bombolone,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000011364348633,800000011364348632,800000011075935831,FOOD,Cornetti/Bombolone,,Ham and Cheese,,6.029999999999999,5.0,0.09615384615384616,30.15,0.1515151515151515,5.0,30.15,0.0,0.00,2.57,27.58,5,0.1724137931034483,0.09615384615384616,0.023809523809523808,0.01072961373390558,0.15399218313791177,0.0113207702064255,0.0066638799825067116
800000009034977538,800000009034977537,800000011075935831,FOOD,Cornetti/Bombolone,,Lobster tail,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000017495859904,800000017495859903,800000011075935831,FOOD,Cornetti/Bombolone,,Maritozzo,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001217284842,800000001217284841,800000011075935831,FOOD,Cornetti/Bombolone,,mini bomboloni,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001215901531,800000001215961095,800000011075935831,FOOD,Cornetti/Bombolone,,Mini sfogliatella,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001215901525,800000001215961089,800000011075935831,FOOD,Cornetti/Bombolone,,Multigrain Cornetto,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001939906681,800000001939906680,800000011075935831,FOOD,Cornetti/Bombolone,,Nutella cornetto,,3.48,3.0,0.057692307692307696,10.44,0.052464947987336044,3.0,10.44,0.0,0.00,0.00,10.44,2,0.06896551724137931,0.057692307692307696,0.014285714285714285,0.006437768240343348,0.05829145728643216,0.004285309679299573,0.0025225129447922433
800000017495900091,800000017495900090,800000011075935831,FOOD,Cornetti/Bombolone,,Pasticciotto crema e amarena,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001217284824,800000001217284823,800000011075935831,FOOD,Cornetti/Bombolone,,Pistacchio cornetto,,3.48,6.0,0.11538461538461539,20.88,0.10492989597467209,6.0,20.88,0.0,0.00,1.10,19.78,5,0.1724137931034483,0.11538461538461539,0.02857142857142857,0.012875536480686695,0.11044109436069235,0.008119102055224672,0.004779243874328599
800000001217284830,800000001217284829,800000011075935831,FOOD,Cornetti/Bombolone,,Plain Bombolone,,0.00,0.0,0.0,0.00,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0
800000001215901522,800000001215961086,800000011075935831,FOOD,Cornetti/Bombolone,,Plain Cornetto,,3.02,5.0,0.09615384615384616,15.10,0.07588321021156842,5.0,15.10,0.0,0.00,0.00,15.10,4,0.13793103448275862,0.09615384615384616,0.023809523809523808,0.01072961373390558,0.0843104410943607,0.006198101164504173,0.003648462209421731
