Order #,Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Deferred
88,4/20/2024 11:34,Vellutata,,Aperitivo - Dinner,FOOD,16.7,1,FALSE,FALSE
151,4/20/2024 14:10,Zuppa al Pomodoro,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
156,4/20/2024 14:31,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
204,4/20/2024 16:19,Genovese,,Aperitivo - Dinner,FOOD,17.63,1,FALSE,FALSE
211,4/20/2024 16:34,Crostoni,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
215,4/20/2024 16:52,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
216,4/20/2024 17:00,Fritto Misto,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
217,4/20/2024 17:03,Genovese,,Aperitivo - Dinner,FOOD,17.63,1,FALSE,FALSE
217,4/20/2024 17:03,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
211,4/20/2024 16:34,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
211,4/20/2024 16:34,Genovese,,Aperitivo - Dinner,FOOD,21.33,1,FALSE,FALSE
211,4/20/2024 16:34,Genovese,,Aperitivo - Dinner,FOOD,17.63,1,FALSE,FALSE
225,4/20/2024 17:28,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
228,4/20/2024 17:38,Half Tante Belle Cose,,Aperitivo - Dinner,FOOD,23.19,1,FALSE,FALSE
229,4/20/2024 17:39,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
229,4/20/2024 17:39,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
235,4/20/2024 17:53,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
235,4/20/2024 17:53,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
235,4/20/2024 17:53,Genovese,,Aperitivo - Dinner,FOOD,17.63,1,FALSE,FALSE
228,4/20/2024 17:38,Genovese,,Aperitivo - Dinner,FOOD,21.33,1,FALSE,FALSE
228,4/20/2024 17:38,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
