Order #,Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Deferred
1,5/9/24 8:00 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
1,5/9/24 8:00 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,5.25,1.0,false,false
2,5/9/24 8:07 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,5.25,1.0,false,false
2,5/9/24 8:07 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,5.25,1.0,false,false
2,5/9/24 8:07 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,false
3,5/9/24 8:07 AM,Cappuccino,,Espresso Bar,BEVERAGES,8.50,2.0,false,false
4,5/9/24 8:09 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,7.50,2.0,false,false
5,5/9/24 8:11 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,20.87,5.0,false,false
5,5/9/24 8:11 AM,Ham and Cheese,,Cornetti/Bombolone,FOOD,6.50,1.0,false,false
5,5/9/24 8:11 AM,L'ITALIANO,,Panini,FOOD,9.28,1.0,false,false
7,5/9/24 8:17 AM,cornetto salato and greens,,Colazione - Breakfast,FOOD,8.35,1.0,false,false
7,5/9/24 8:17 AM,Frittata,,Colazione - Breakfast,FOOD,8.35,1.0,false,false
7,5/9/24 8:17 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
7,5/9/24 8:17 AM,Espresso doppio-double espresso,,Espresso Bar,BEVERAGES,3.50,1.0,false,false
8,5/9/24 8:25 AM,Espresso Shakerato,,Espresso Bar,BEVERAGES,3.75,1.0,false,false
4,5/9/24 8:09 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
4,5/9/24 8:09 AM,Mokaccino,,Espresso Bar,BEVERAGES,3.50,1.0,false,false
4,5/9/24 8:09 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
4,5/9/24 8:09 AM,Ham and Cheese,,Cornetti/Bombolone,FOOD,6.50,1.0,false,false
9,5/9/24 8:36 AM,Mokaccino,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
9,5/9/24 8:36 AM,Crostone Avocado,,Colazione - Breakfast,FOOD,10.20,1.0,false,false
9,5/9/24 8:36 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,false
7,5/9/24 8:17 AM,VV Tarallini\Friselline,,MARKET,RETAIL,4.99,1.0,false,false
10,5/9/24 8:49 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
10,5/9/24 8:49 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
10,5/9/24 8:49 AM,Cappuccino Pistacchio,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
10,5/9/24 8:49 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
10,5/9/24 8:49 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
11,5/9/24 9:02 AM,Americano,,Espresso Bar,BEVERAGES,4.50,1.0,false,false
12,5/9/24 9:03 AM,Mokaccino,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
12,5/9/24 9:03 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
11,5/9/24 9:02 AM,Hot Italian Tea,,Espresso Bar,BEVERAGES,2.50,1.0,false,false
10,5/9/24 8:49 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
10,5/9/24 8:49 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
10,5/9/24 8:49 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
10,5/9/24 8:49 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
11,5/9/24 9:02 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
10,5/9/24 8:49 AM,Espresso Macchiato,,Espresso Bar,BEVERAGES,0.00,1.0,false,false
10,5/9/24 8:49 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
13,5/9/24 9:25 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
13,5/9/24 9:25 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
13,5/9/24 9:25 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
10,5/9/24 8:49 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,false
10,5/9/24 8:49 AM,Pistacchio cornetto,,Cornetti/Bombolone,FOOD,10.44,3.0,false,false
14,5/9/24 9:39 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
15,5/9/24 9:56 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
18,5/9/24 10:13 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
18,5/9/24 10:13 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
18,5/9/24 10:13 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,6.96,2.0,false,false
19,5/9/24 10:15 AM,Piadina Ham & Cheese,,Panini,FOOD,6.96,1.0,true,false
14,5/9/24 9:39 AM,Loaf Cake\cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,false
20,5/9/24 10:18 AM,Baladin Cedrata,,Non-Alcoholic,BEVERAGES,3.30,1.0,false,false
20,5/9/24 10:18 AM,Espresso Macchiato,,Espresso Bar,BEVERAGES,13.00,4.0,false,false
21,5/9/24 10:23 AM,O SOLE MIO,,Panini,FOOD,11.13,1.0,false,false
21,5/9/24 10:23 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
22,5/9/24 10:28 AM,Americano,,Espresso Bar,BEVERAGES,4.50,1.0,false,false
22,5/9/24 10:28 AM,Hot Italian Tea,,Espresso Bar,BEVERAGES,2.50,1.0,false,false
22,5/9/24 10:28 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
22,5/9/24 10:28 AM,Loaf Cake\cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,false
25,5/9/24 10:46 AM,Espresso doppio-double espresso,,Espresso Bar,BEVERAGES,3.50,1.0,false,false
24,5/9/24 10:38 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
