Order #,Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Deferred
1,5/2/24 8:03 AM,Americano,,Espresso Bar,BEVERAGES,0.00,1.0,false,false
2,5/2/24 8:05 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,3.63,1.0,false,false
2,5/2/24 8:05 AM,Mokaccino,,Espresso Bar,BEVERAGES,2.31,1.0,false,false
2,5/2/24 8:05 AM,Loaf Cake\cinnamon roll,,Cornetti/Bombolone,FOOD,2.61,1.0,false,false
2,5/2/24 8:05 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,2.00,1.0,false,false
3,5/2/24 8:06 AM,Americano,,Espresso Bar,BEVERAGES,4.50,1.0,false,false
3,5/2/24 8:06 AM,Quarta Caffe Avio,,MARKET,RETAIL,12.00,1.0,false,false
3,5/2/24 8:06 AM,Quarta Caffe Classico,,MARKET,RETAIL,10.00,1.0,false,false
5,5/2/24 8:07 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
5,5/2/24 8:07 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
5,5/2/24 8:07 AM,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1.0,false,false
4,5/2/24 8:07 AM,Espresso Shakerato,,Espresso Bar,BEVERAGES,3.75,1.0,false,false
5,5/2/24 8:07 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
6,5/2/24 8:21 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
6,5/2/24 8:21 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
7,5/2/24 8:25 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
7,5/2/24 8:25 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
7,5/2/24 8:25 AM,L'ITALIANO,,Panini,FOOD,9.28,1.0,false,false
5,5/2/24 8:07 AM,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1.0,false,false
8,5/2/24 8:28 AM,Espresso Quarta,,Espresso Bar,BEVERAGES,3.00,1.0,false,false
8,5/2/24 8:28 AM,Espresso Quarta,,Espresso Bar,BEVERAGES,3.00,1.0,false,false
8,5/2/24 8:28 AM,Nutella cornetto,,Cornetti/Bombolone,FOOD,3.48,1.0,false,false
9,5/2/24 8:31 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,7.50,2.0,false,false
9,5/2/24 8:31 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,3.75,1.0,false,false
9,5/2/24 8:31 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
9,5/2/24 8:31 AM,Cornetto Salato,,Cornetti/Bombolone,FOOD,6.50,1.0,false,false
11,5/2/24 8:40 AM,Americano,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
11,5/2/24 8:40 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,5.25,1.0,false,false
12,5/2/24 8:43 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
12,5/2/24 8:43 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
12,5/2/24 8:43 AM,Crostone Avocado,,Colazione - Breakfast,FOOD,13.91,1.0,false,false
12,5/2/24 8:43 AM,Piadina Ham & Cheese,,Colazione - Breakfast,FOOD,6.96,1.0,false,false
13,5/2/24 8:44 AM,Americano,,Espresso Bar,BEVERAGES,4.50,1.0,false,false
13,5/2/24 8:44 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
13,5/2/24 8:44 AM,Loaf Cake\cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,false
14,5/2/24 8:45 AM,Hot Italian Tea,,Espresso Bar,BEVERAGES,2.50,1.0,false,false
15,5/2/24 8:46 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
16,5/2/24 9:01 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
16,5/2/24 9:01 AM,San Pellegrino water can,,Non-Alcoholic,BEVERAGES,2.75,1.0,false,false
