Order #,Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Deferred
1,5/14/24 8:00 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,true,false
1,5/14/24 8:00 AM,cupcake,,BAKERY DISPLAY,RETAIL,19.00,4.0,true,false
2,5/14/24 8:02 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,15.00,4.0,false,false
3,5/14/24 8:05 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,1.72,1.0,false,false
4,5/14/24 8:05 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
5,5/14/24 8:06 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
3,5/14/24 8:05 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,1.10,1.0,false,false
6,5/14/24 8:17 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
6,5/14/24 8:17 AM,Crostone Avocado,,Colazione - Breakfast,FOOD,10.20,1.0,false,false
7,5/14/24 8:22 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
8,5/14/24 8:23 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,false
9,5/14/24 8:25 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,0.00,1.0,false,false
9,5/14/24 8:25 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
10,5/14/24 8:26 AM,cupcake,,BAKERY DISPLAY,RETAIL,17.40,4.0,false,false
10,5/14/24 8:26 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,11.04,4.0,false,false
10,5/14/24 8:26 AM,TIRAMISU TRAY,,Catering,FOOD,29.73,1.0,false,false
11,5/14/24 8:28 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.50,1.0,false,false
11,5/14/24 8:28 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,false
12,5/14/24 8:29 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,6.03,2.0,false,false
12,5/14/24 8:29 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
13,5/14/24 8:30 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
13,5/14/24 8:30 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
14,5/14/24 8:31 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
