Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Gross Price,Discount
6/2/24 7:58 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.50,1.0,false,4.50,0.00
6/2/24 7:58 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,3.94,0.00
6/2/24 7:58 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 7:58 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,3.02,0.00
6/2/24 7:58 AM,Nutella cornetto,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
6/2/24 8:02 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,3.75,1.0,false,3.75,0.00
6/2/24 8:02 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,3.75,1.0,false,3.75,0.00
6/2/24 8:06 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 8:06 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,4.00,0.00
6/2/24 8:06 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,3.94,0.00
6/2/24 8:06 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 8:02 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,3.75,1.0,false,3.75,0.00
6/2/24 8:02 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,3.75,1.0,false,3.75,0.00
6/2/24 8:09 AM,Cappuccino,,Espresso Bar,BEVERAGES,9.50,2.0,false,9.50,0.00
6/2/24 8:12 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,4.00,0.00
6/2/24 8:12 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 8:12 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,3.94,0.00
6/2/24 8:12 AM,Nutella cornetto,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
6/2/24 8:12 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
6/2/24 8:21 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,5.00,1.0,false,5.00,0.00
6/2/24 8:21 AM,Mokaccino,,Espresso Bar,BEVERAGES,3.50,1.0,false,3.50,0.00
6/2/24 8:21 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,6.03,2.0,false,6.03,0.00
6/2/24 8:25 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,4.00,0.00
6/2/24 8:25 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
6/2/24 8:06 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 8:06 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,4.00,0.00
6/2/24 8:28 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 8:39 AM,Espresso Salentino Shakerato,,Espresso Bar,BEVERAGES,3.90,1.0,false,3.90,0.00
6/2/24 8:39 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.75,1.0,false,4.75,0.00
6/2/24 8:02 AM,Crostone Avocado,,Colazione - Breakfast,FOOD,10.20,1.0,false,10.20,0.00
6/2/24 8:02 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,7.89,2.0,false,7.89,0.00
6/2/24 8:02 AM,Ham and Cheese,,Cornetti/Bombolone,FOOD,6.50,1.0,false,6.50,0.00
6/2/24 8:02 AM,Cappuccino,,Espresso Bar,BEVERAGES,5.25,1.0,false,5.25,0.00
6/2/24 8:39 AM,Crostone Avocado,,Colazione - Breakfast,FOOD,10.20,1.0,false,10.20,0.00
6/2/24 8:39 AM,NAPULÈ,,Panini,FOOD,11.13,1.0,false,11.13,0.00
6/2/24 8:39 AM,Roasted Potatoes,,Panini,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 8:46 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 8:46 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,7.89,2.0,false,7.89,0.00
6/2/24 8:46 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 8:49 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 8:49 AM,Nutella cornetto,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
6/2/24 8:49 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 8:49 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.50,1.0,false,4.50,0.00
6/2/24 8:51 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,12.06,4.0,false,12.06,0.00
6/2/24 8:51 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
6/2/24 8:51 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,3.94,0.00
6/2/24 8:51 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,3.94,0.00
6/2/24 8:51 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 8:55 AM,Mokaccino Ferrero Rocher,,Espresso Bar,BEVERAGES,5.00,1.0,false,5.00,0.00
6/2/24 8:55 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 8:55 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 8:55 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 8:55 AM,Cappuccino Pistacchio,,Espresso Bar,BEVERAGES,5.00,1.0,false,5.00,0.00
6/2/24 8:55 AM,Espresso doppio-double espresso,,Espresso Bar,BEVERAGES,3.50,1.0,false,3.50,0.00
6/2/24 8:55 AM,cornetto salato and greens,,Colazione - Breakfast,FOOD,8.35,1.0,false,8.35,0.00
6/2/24 8:55 AM,NAPULÈ,,Panini,FOOD,11.13,1.0,false,11.13,0.00
6/2/24 8:56 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,3.15,1.0,false,4.75,0.00
6/2/24 8:56 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,3.15,1.0,false,4.75,0.00
6/2/24 8:55 AM,AZZURRO,,Panini,FOOD,9.28,1.0,false,9.28,0.00
6/2/24 8:55 AM,Roasted Potatoes,,Panini,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 8:58 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 8:58 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 8:58 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,7.89,2.0,false,7.89,0.00
6/2/24 8:56 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 8:56 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,2.00,1.0,false,3.02,0.00
6/2/24 8:59 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
6/2/24 8:59 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,11.83,3.0,false,11.83,0.00
6/2/24 8:59 AM,Nutella cornetto,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
6/2/24 9:02 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 9:02 AM,Hot Italian Tea,,Espresso Bar,BEVERAGES,2.50,1.0,false,2.50,0.00
6/2/24 8:56 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,2.77,1.0,false,4.17,0.00
6/2/24 8:56 AM,Cappuccino,,Espresso Bar,BEVERAGES,0.00,1.0,false,4.25,4.25
6/2/24 9:12 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.75,1.0,false,4.75,0.00
6/2/24 9:12 AM,treccia conchiglia choc/cinnamon roll,,Cornetti/Bombolone,FOOD,7.89,2.0,false,7.89,0.00
6/2/24 8:55 AM,VA PENSIERO,,Panini,FOOD,11.13,1.0,false,11.13,0.00
6/2/24 9:13 AM,Espresso doppio-double espresso,,Espresso Bar,BEVERAGES,3.50,1.0,false,3.50,0.00
6/2/24 9:13 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,3.48,0.00
6/2/24 9:39 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.75,1.0,false,4.75,0.00
6/2/24 9:39 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.50,1.0,false,4.50,0.00
6/2/24 9:39 AM,L'ITALIANO,,Panini,FOOD,9.28,1.0,false,9.28,0.00
6/2/24 8:58 AM,Piadina Crudo,,Colazione - Breakfast,FOOD,24.12,2.0,false,24.12,0.00
6/2/24 9:39 AM,Piadina Nutella,,Colazione - Breakfast,FOOD,6.96,1.0,false,6.96,0.00
6/2/24 9:02 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 9:41 AM,Hot chocolate,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 9:41 AM,Mokaccino,,Espresso Bar,BEVERAGES,3.75,1.0,false,3.75,0.00
6/2/24 9:41 AM,Mokaccino,,Espresso Bar,BEVERAGES,3.50,1.0,false,3.50,0.00
6/2/24 9:41 AM,Ham and Cheese,,Cornetti/Bombolone,FOOD,6.50,1.0,false,6.50,0.00
6/2/24 9:41 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,4.17,0.00
6/2/24 9:42 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,4.25,0.00
6/2/24 9:42 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,4.00,0.00
6/2/24 9:42 AM,L'ITALIANO,,Panini,FOOD,9.28,1.0,false,9.28,0.00
6/2/24 9:42 AM,Frittata,,Colazione - Breakfast,FOOD,8.35,1.0,false,8.35,0.00
6/2/24 9:41 AM,NESSUN DORMA,,Panini,FOOD,11.13,1.0,false,11.13,0.00
6/2/24 9:41 AM,L'ITALIANO,,Panini,FOOD,9.28,1.0,false,9.28,0.00
6/2/24 9:41 AM,Roasted Potatoes,,Panini,FOOD,4.17,1.0,false,4.17,0.00
