Order #,Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Deferred
103,4/14/2024 12:37,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
118,4/14/2024 13:18,Lasagna,,Aperitivo - Dinner,FOOD,50.32,3,FALSE,FALSE
11,4/14/2024 8:55,Single serving desserts,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
13,4/14/2024 9:08,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
33,4/14/2024 9:50,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
52,4/14/2024 10:21,SLICE CROSTATA,,BAKERY DISPLAY,RETAIL,5.08,1,FALSE,FALSE
64,4/14/2024 10:56,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
63,4/14/2024 10:54,cupcake,,BAKERY DISPLAY,RETAIL,4.75,1,FALSE,FALSE
56,4/14/2024 10:30,TIRAMISU,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
74,4/14/2024 11:25,cupcake,,BAKERY DISPLAY,RETAIL,4.75,1,FALSE,FALSE
62,4/14/2024 10:49,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
62,4/14/2024 10:49,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
73,4/14/2024 11:19,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
85,4/14/2024 11:50,SLICE CROSTATA,,BAKERY DISPLAY,RETAIL,6,1,FALSE,FALSE
85,4/14/2024 11:50,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
85,4/14/2024 11:50,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
73,4/14/2024 11:19,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
73,4/14/2024 11:19,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
76,4/14/2024 11:39,TIRAMISU,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
81,4/14/2024 11:46,Key lime,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
96,4/14/2024 12:27,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,17,2,FALSE,FALSE
108,4/14/2024 12:45,SLICE CROSTATA,,BAKERY DISPLAY,RETAIL,6,1,FALSE,FALSE
92,4/14/2024 12:11,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
92,4/14/2024 12:11,Tartufo Gelato,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
103,4/14/2024 12:37,SLICE CROSTATA,,BAKERY DISPLAY,RETAIL,6,1,FALSE,FALSE
119,4/14/2024 13:20,TIRAMISU,,BAKERY DISPLAY,RETAIL,13,2,FALSE,FALSE
94,4/14/2024 12:17,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
122,4/14/2024 13:27,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
137,4/14/2024 14:52,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.5,2,FALSE,FALSE
112,4/14/2024 12:55,Beer Peroni - Draft,,Beer,BEVERAGES,7,1,FALSE,FALSE
126,4/14/2024 13:42,Beer Peroni - Draft,,Beer,BEVERAGES,7,1,FALSE,FALSE
108,4/14/2024 12:45,Bulleit Rye,,Bourbon,BEVERAGES,5.75,1,FALSE,FALSE
111,4/14/2024 12:53,Woodford Reserve,,Bourbon,BEVERAGES,10,1,FALSE,FALSE
1,4/14/2024 8:06,cornetto vegan/multigrain,,Colazione - Breakfast,FOOD,3.24,1,FALSE,FALSE
1,4/14/2024 8:06,cornetto vegan/multigrain,,Colazione - Breakfast,FOOD,3.24,1,FALSE,FALSE
2,4/14/2024 8:07,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
3,4/14/2024 8:08,cornetto vegan/multigrain,,Colazione - Breakfast,FOOD,3.24,1,FALSE,FALSE
6,4/14/2024 8:27,mini croissant,,Colazione - Breakfast,FOOD,1.71,1,FALSE,FALSE
10,4/14/2024 8:55,Frittata,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
14,4/14/2024 9:10,chocolate cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
14,4/14/2024 9:10,chocolate cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
14,4/14/2024 9:10,chocolate cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
14,4/14/2024 9:10,chocolate cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
14,4/14/2024 9:10,bombolone custard/nutella,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
13,4/14/2024 9:08,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
10,4/14/2024 8:55,bombolone custard/nutella,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
15,4/14/2024 9:20,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
16,4/14/2024 9:20,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
16,4/14/2024 9:20,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
18,4/14/2024 9:21,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
18,4/14/2024 9:21,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
19,4/14/2024 9:23,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
19,4/14/2024 9:23,cornetto vegan/multigrain,,Colazione - Breakfast,FOOD,3.24,1,FALSE,FALSE
20,4/14/2024 9:23,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
22,4/14/2024 9:26,bombolone custard/nutella,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
22,4/14/2024 9:26,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
24,4/14/2024 9:30,Loaf Cake\cinnamon roll,,Colazione - Breakfast,FOOD,3.94,1,FALSE,FALSE
24,4/14/2024 9:30,Loaf Cake\cinnamon roll,,Colazione - Breakfast,FOOD,3.94,1,FALSE,FALSE
24,4/14/2024 9:30,plain cornetto,,Colazione - Breakfast,FOOD,3.02,1,FALSE,FALSE
24,4/14/2024 9:30,plain cornetto,,Colazione - Breakfast,FOOD,3.02,1,FALSE,FALSE
26,4/14/2024 9:35,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
26,4/14/2024 9:35,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
26,4/14/2024 9:35,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
25,4/14/2024 9:30,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
25,4/14/2024 9:30,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
30,4/14/2024 9:44,Nutella cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
31,4/14/2024 9:46,Nutella cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
26,4/14/2024 9:35,Nutella cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
34,4/14/2024 9:51,Loaf Cake\cinnamon roll,,Colazione - Breakfast,FOOD,3.94,1,FALSE,FALSE
27,4/14/2024 9:35,plain cornetto,,Colazione - Breakfast,FOOD,3.02,1,FALSE,FALSE
27,4/14/2024 9:35,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
27,4/14/2024 9:35,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
35,4/14/2024 9:53,plain cornetto,,Colazione - Breakfast,FOOD,3.02,1,FALSE,FALSE
35,4/14/2024 9:53,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
37,4/14/2024 9:55,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
37,4/14/2024 9:55,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
38,4/14/2024 9:59,Nutella cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
33,4/14/2024 9:50,chocolate cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
39,4/14/2024 10:02,bombolone custard/nutella,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
39,4/14/2024 10:02,bombolone custard/nutella,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
39,4/14/2024 10:02,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
43,4/14/2024 10:12,plain cornetto,,Colazione - Breakfast,FOOD,3.02,1,FALSE,FALSE
43,4/14/2024 10:12,mini croissant,,Colazione - Breakfast,FOOD,1.71,1,FALSE,FALSE
45,4/14/2024 10:15,Nutella cornetto,,Colazione - Breakfast,FOOD,2.12,1,FALSE,FALSE
45,4/14/2024 10:15,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,2.54,1,FALSE,FALSE
45,4/14/2024 10:15,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,2.53,1,FALSE,FALSE
46,4/14/2024 10:16,Frittata,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
46,4/14/2024 10:16,Frittata,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
46,4/14/2024 10:16,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
46,4/14/2024 10:16,bombolone custard/nutella,,Colazione - Breakfast,FOOD,3.48,1,TRUE,FALSE
47,4/14/2024 10:17,Frittata,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
48,4/14/2024 10:18,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
49,4/14/2024 10:19,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
52,4/14/2024 10:21,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,3.54,1,FALSE,FALSE
46,4/14/2024 10:16,mini bomboloni,,Colazione - Breakfast,FOOD,1.71,1,FALSE,FALSE
55,4/14/2024 10:28,bombolone custard/nutella,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
56,4/14/2024 10:30,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,TRUE,FALSE
56,4/14/2024 10:30,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
56,4/14/2024 10:30,Frittata,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
59,4/14/2024 10:41,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
60,4/14/2024 10:42,Nutella cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
60,4/14/2024 10:42,Nutella cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
60,4/14/2024 10:42,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
60,4/14/2024 10:42,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
64,4/14/2024 10:56,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
65,4/14/2024 10:59,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
65,4/14/2024 10:59,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
65,4/14/2024 10:59,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
65,4/14/2024 10:59,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
65,4/14/2024 10:59,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
65,4/14/2024 10:59,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
68,4/14/2024 11:12,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
67,4/14/2024 11:09,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
67,4/14/2024 11:09,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
69,4/14/2024 11:12,cornetto vegan/multigrain,,Colazione - Breakfast,FOOD,3.24,1,FALSE,FALSE
72,4/14/2024 11:18,plain cornetto,,Colazione - Breakfast,FOOD,3.02,1,FALSE,FALSE
73,4/14/2024 11:19,Frittata,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
68,4/14/2024 11:12,Frittata,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
73,4/14/2024 11:19,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
69,4/14/2024 11:12,cornetto vegan/multigrain,,Colazione - Breakfast,FOOD,3.24,1,FALSE,FALSE
79,4/14/2024 11:44,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
79,4/14/2024 11:44,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
79,4/14/2024 11:44,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
79,4/14/2024 11:44,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
80,4/14/2024 11:45,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
83,4/14/2024 11:47,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,4.17,1,FALSE,FALSE
77,4/14/2024 11:40,Frittata,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
77,4/14/2024 11:40,bombolone custard/nutella,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
77,4/14/2024 11:40,bombolone custard/nutella,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
77,4/14/2024 11:40,Nutella cornetto,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
84,4/14/2024 11:48,cornetto vegan/multigrain,,Colazione - Breakfast,FOOD,3.24,1,FALSE,FALSE
84,4/14/2024 11:48,cornetto vegan/multigrain,,Colazione - Breakfast,FOOD,3.24,1,FALSE,FALSE
85,4/14/2024 11:50,Sfogliatella napoletana,,Colazione - Breakfast,FOOD,3.48,1,FALSE,FALSE
87,4/14/2024 11:59,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
88,4/14/2024 12:01,Loaf Cake\cinnamon roll,,Colazione - Breakfast,FOOD,6.25,2,FALSE,FALSE
88,4/14/2024 12:01,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,3.3,1,FALSE,FALSE
88,4/14/2024 12:01,Saccottino Choc/ Danish,,Colazione - Breakfast,FOOD,3.3,1,FALSE,FALSE
76,4/14/2024 11:39,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
94,4/14/2024 12:17,Roasted potatoes,,Colazione - Breakfast,FOOD,0,1,FALSE,FALSE
