Order #,Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Deferred
91,4/13/2024 12:59,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
126,4/13/2024 14:30,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
126,4/13/2024 14:30,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
166,4/13/2024 17:01,Fritto Misto,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
166,4/13/2024 17:01,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
172,4/13/2024 17:17,Caprese VV,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
174,4/13/2024 17:31,Half Tante Belle Cose,,Aperitivo - Dinner,FOOD,23.19,1,FALSE,FALSE
179,4/13/2024 17:46,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
172,4/13/2024 17:17,Genovese,,Aperitivo - Dinner,FOOD,21.33,1,FALSE,FALSE
172,4/13/2024 17:17,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
175,4/13/2024 17:35,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
183,4/13/2024 18:11,Crostoni,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
183,4/13/2024 18:11,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
183,4/13/2024 18:11,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
184,4/13/2024 18:11,Crostoni,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
185,4/13/2024 18:25,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
185,4/13/2024 18:25,Tuscan Ribollita,,Aperitivo - Dinner,FOOD,14.85,1,FALSE,FALSE
185,4/13/2024 18:25,Vellutata,,Aperitivo - Dinner,FOOD,16.7,1,FALSE,FALSE
185,4/13/2024 18:25,Vellutata,,Aperitivo - Dinner,FOOD,16.7,1,FALSE,FALSE
191,4/13/2024 18:43,Crostoni,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
191,4/13/2024 18:43,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
191,4/13/2024 18:43,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
193,4/13/2024 18:50,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
193,4/13/2024 18:50,Tuscan Ribollita,,Aperitivo - Dinner,FOOD,14.85,1,FALSE,FALSE
195,4/13/2024 18:54,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
195,4/13/2024 18:54,Genovese,,Aperitivo - Dinner,FOOD,17.63,1,FALSE,FALSE
196,4/13/2024 19:00,Genovese,,Aperitivo - Dinner,FOOD,17.63,1,FALSE,FALSE
196,4/13/2024 19:00,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
197,4/13/2024 19:03,Zuppa al Pomodoro,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
197,4/13/2024 19:03,Genovese,,Aperitivo - Dinner,FOOD,17.63,1,FALSE,FALSE
198,4/13/2024 19:07,Crostoni,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
198,4/13/2024 19:07,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
198,4/13/2024 19:07,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
201,4/13/2024 19:17,Full Tante Belle Cose,,Aperitivo - Dinner,FOOD,37.57,1,FALSE,FALSE
201,4/13/2024 19:17,Lasagna,,Aperitivo - Dinner,FOOD,16.7,1,FALSE,FALSE
201,4/13/2024 19:17,Lasagna,,Aperitivo - Dinner,FOOD,16.7,1,FALSE,FALSE
214,4/13/2024 20:01,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
214,4/13/2024 20:01,Fritto Misto,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
214,4/13/2024 20:01,Crostoni,,Aperitivo - Dinner,FOOD,11.13,1,FALSE,FALSE
198,4/13/2024 19:07,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,TRUE,FALSE
201,4/13/2024 19:17,Lasagna,,Aperitivo - Dinner,FOOD,16.69,1,FALSE,FALSE
195,4/13/2024 18:54,Genovese,,Aperitivo - Dinner,FOOD,17.63,1,FALSE,FALSE
208,4/13/2024 19:44,Full Tante Belle Cose,,Aperitivo - Dinner,FOOD,41.74,1,FALSE,FALSE
208,4/13/2024 19:44,Genovese,,Aperitivo - Dinner,FOOD,21.33,1,FALSE,FALSE
208,4/13/2024 19:44,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
208,4/13/2024 19:44,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
208,4/13/2024 19:44,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
208,4/13/2024 19:44,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
208,4/13/2024 19:44,Genovese,,Aperitivo - Dinner,FOOD,17.63,1,FALSE,FALSE
202,4/13/2024 19:22,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
202,4/13/2024 19:22,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
219,4/13/2024 20:26,Full Tante Belle Cose,,Aperitivo - Dinner,FOOD,41.74,1,FALSE,FALSE
220,4/13/2024 20:27,Genovese,,Aperitivo - Dinner,FOOD,17.63,1,FALSE,FALSE
228,4/13/2024 20:39,Tuscan Ribollita,,Aperitivo - Dinner,FOOD,14.85,1,TRUE,FALSE
211,4/13/2024 19:58,Bolognese,,Aperitivo - Dinner,FOOD,16.21,1,FALSE,FALSE
228,4/13/2024 20:39,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
228,4/13/2024 20:39,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,TRUE,FALSE
202,4/13/2024 19:22,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
202,4/13/2024 19:22,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
202,4/13/2024 19:22,Lasagna,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
202,4/13/2024 19:22,Bolognese,,Aperitivo - Dinner,FOOD,18.55,1,FALSE,FALSE
211,4/13/2024 19:58,Vellutata,,Aperitivo - Dinner,FOOD,11.35,1,FALSE,FALSE
22,4/13/2024 9:26,Lemon Vanilla/Zeppole/mimosa cake,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
45,4/13/2024 10:23,Lemon Vanilla/Zeppole/mimosa cake,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
47,4/13/2024 10:32,Lemon Vanilla/Zeppole/mimosa cake,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
