Order #,Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Deferred
42,4/23/2024 10:55,Single serving desserts,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
41,4/23/2024 10:53,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
55,4/23/2024 11:27,Tartufo Gelato,,BAKERY DISPLAY,RETAIL,6.5,1,TRUE,FALSE
55,4/23/2024 11:27,Tartufo Gelato,,BAKERY DISPLAY,RETAIL,6.5,1,TRUE,FALSE
53,4/23/2024 11:26,Tartufo Gelato,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
77,4/23/2024 12:35,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
77,4/23/2024 12:35,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
93,4/23/2024 13:29,Single serving glass cup gelato,,BAKERY DISPLAY,RETAIL,3.75,1,FALSE,FALSE
93,4/23/2024 13:29,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,4.25,1,FALSE,FALSE
105,4/23/2024 14:53,traditional biscotto mix,,BAKERY DISPLAY,RETAIL,5,1,FALSE,FALSE
105,4/23/2024 14:53,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
106,4/23/2024 15:00,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
103,4/23/2024 14:35,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
101,4/23/2024 14:30,Single serving desserts,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
101,4/23/2024 14:30,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
108,4/23/2024 15:25,Pasticciotto with custard and amarena cherries,,BAKERY DISPLAY,RETAIL,3.16,1,FALSE,FALSE
108,4/23/2024 15:25,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,6.72,1,FALSE,FALSE
108,4/23/2024 15:25,PROFITTEROLES,,BAKERY DISPLAY,RETAIL,5.13,1,FALSE,FALSE
109,4/23/2024 15:30,Lemon Vanilla/Zeppole/mimosa cake,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
109,4/23/2024 15:30,Tartufo Gelato,,BAKERY DISPLAY,RETAIL,6.5,1,FALSE,FALSE
111,4/23/2024 15:45,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.5,1,FALSE,FALSE
100,4/23/2024 14:26,Peroni - Draft,,Beer,BEVERAGES,7,1,FALSE,FALSE
2,4/23/2024 8:05,Frittata,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
2,4/23/2024 8:05,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
10,4/23/2024 8:47,Piadina Ham & Cheese,,Colazione - Breakfast,FOOD,6.96,1,FALSE,FALSE
19,4/23/2024 9:18,Cornetto Salato,,Colazione - Breakfast,FOOD,8.35,1,FALSE,FALSE
15,4/23/2024 9:07,Crostone Avocado,,Colazione - Breakfast,FOOD,10.2,1,FALSE,FALSE
