Order #,Order Date,Menu Item,Menu Subgroup(s),Menu Group,Menu,Net Price,Qty,Void?,Deferred
1,4/24/24 7:14 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
1,4/24/24 7:14 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,false
2,4/24/24 8:17 AM,Espresso doppio macchiato,,Espresso Bar,BEVERAGES,11.25,3.0,false,false
2,4/24/24 8:17 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
2,4/24/24 8:17 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
2,4/24/24 8:17 AM,Sfogliatella napoletana,,Cornetti/Bombolone,FOOD,3.48,1.0,false,false
3,4/24/24 8:21 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,false
3,4/24/24 8:21 AM,SINGLE SERVING glass coppa,,BAKERY DISPLAY,RETAIL,8.50,1.0,false,false
3,4/24/24 8:21 AM,SLICE CAKE,,BAKERY DISPLAY,RETAIL,6.50,1.0,false,false
4,4/24/24 8:23 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
4,4/24/24 8:23 AM,Apricot\strawberry cornetto,,Cornetti/Bombolone,FOOD,3.48,1.0,false,false
5,4/24/24 8:23 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
4,4/24/24 8:23 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
4,4/24/24 8:23 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,false
4,4/24/24 8:23 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,false
4,4/24/24 8:23 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,false
4,4/24/24 8:23 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,false
4,4/24/24 8:23 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,false
7,4/24/24 8:30 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
7,4/24/24 8:30 AM,Loaf Cake\cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,false
8,4/24/24 8:35 AM,Espresso doppio-double espresso,,Espresso Bar,BEVERAGES,0.28,1.0,false,false
9,4/24/24 8:45 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
9,4/24/24 8:45 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
10,4/24/24 8:46 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
10,4/24/24 8:46 AM,Loaf Cake\cinnamon roll,,Cornetti/Bombolone,FOOD,3.94,1.0,false,false
11,4/24/24 8:51 AM,Espresso Macchiato,,Espresso Bar,BEVERAGES,3.25,1.0,false,false
11,4/24/24 8:51 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.75,1.0,false,false
12,4/24/24 8:53 AM,Iced Tea,,Non-Alcoholic,BEVERAGES,3.50,1.0,false,false
12,4/24/24 8:53 AM,Saccottino Choc/ Danish,,Cornetti/Bombolone,FOOD,4.17,1.0,false,false
12,4/24/24 8:53 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
4,4/24/24 8:23 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
4,4/24/24 8:23 AM,Cappuccino,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
4,4/24/24 8:23 AM,L'ITALIANO,,Panini,FOOD,9.28,1.0,false,false
13,4/24/24 9:00 AM,Hot Italian Tea,,Espresso Bar,BEVERAGES,2.50,1.0,false,false
13,4/24/24 9:00 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
13,4/24/24 9:00 AM,Mokaccino,,Espresso Bar,BEVERAGES,3.50,1.0,false,false
14,4/24/24 9:05 AM,Mokaccino Ferrero Rocher,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
14,4/24/24 9:05 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
13,4/24/24 9:00 AM,Crostone Avocado,,Colazione - Breakfast,FOOD,10.20,1.0,false,false
13,4/24/24 9:00 AM,Piadina Ham & Cheese,,Colazione - Breakfast,FOOD,6.96,1.0,false,false
16,4/24/24 9:07 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
17,4/24/24 9:09 AM,CANNOLO SICILIANO,,BAKERY DISPLAY,RETAIL,8.00,2.0,false,false
17,4/24/24 9:09 AM,Single serving desserts,,BAKERY DISPLAY,RETAIL,6.50,1.0,false,false
18,4/24/24 9:10 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,5.25,1.0,false,false
19,4/24/24 9:12 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
19,4/24/24 9:12 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,4.25,1.0,false,false
19,4/24/24 9:12 AM,Plain Cornetto,,Cornetti/Bombolone,FOOD,3.02,1.0,false,false
19,4/24/24 9:12 AM,RIGOLETTO,,Panini,FOOD,9.28,1.0,false,false
20,4/24/24 9:20 AM,Latte Macchiato,,Espresso Bar,BEVERAGES,5.00,1.0,false,false
16,4/24/24 9:07 AM,Americano,,Espresso Bar,BEVERAGES,4.00,1.0,false,false
11,4/24/24 8:51 AM,Espresso Macchiato,,Espresso Bar,BEVERAGES,3.25,1.0,false,false
